"tick","active_firms","total_revenue","mean_revenue","median_revenue","sd_revenue","cv_revenue","zero_revenue_share","sold_out_share","total_unsold_output","total_profit","loss_firm_share","revenue_gini"
1618,359,108563.856572855,302.406285718259,215.28370062628,276.156408529578,0.913196654870007,0.0417827298050139,0.537604456824512,2869,-2170736604993.24,0.880222841225627,0.469244467116111
1619,360,110025.25883669,305.625718990805,239.866909664285,266.49952482626,0.871980033965265,0.0361111111111111,0.591666666666667,2849,-2235858670262.47,0.886111111111111,0.452805298506477
1620,359,109502.061780731,305.019670698416,234.85494613776,269.178212707111,0.882494601383453,0.0334261838440111,0.582172701949861,2898,-2302934401168.84,0.871866295264624,0.456017161972056
1621,358,108719.537723202,303.685859562017,234.986062666641,269.77749409919,0.888343943601026,0.0335195530726257,0.56145251396648,2854,-2372022407696.71,0.863128491620112,0.458049500515446
1622,359,108517.703979236,302.27772696166,235.612488242742,256.48012401239,0.848491639097582,0.0445682451253482,0.590529247910863,2886,-2443182965044.85,0.866295264623955,0.444572763792682
1623,360,108165.857403139,300.460715008719,234.499572371214,253.851655798428,0.844874697815524,0.0194444444444444,0.563888888888889,2981,-2516478356441.35,0.863888888888889,0.444902263151339
1624,363,106883.582215219,294.445130069475,233.443369177106,245.124724599737,0.832497126177294,0.0247933884297521,0.575757575757576,2994,-2591972618446.62,0.856749311294766,0.444065964756384
1625,362,106913.504261874,295.341171994128,237.722547037225,251.039717495039,0.849999056345689,0.0359116022099447,0.577348066298343,2991,-2669731721768.18,0.861878453038674,0.451964171970425
1626,362,106639.247142642,294.583555642657,226.104528838872,248.041057517286,0.842005783303704,0.0441988950276243,0.577348066298343,3012,-2749823599333.14,0.856353591160221,0.447188756615385
1627,364,107415.782746786,295.098304249411,226.23045319316,243.659084975189,0.825687852036089,0.0302197802197802,0.560439560439561,2978,-2832318238263.04,0.854395604395604,0.443427394867205
1628,363,107345.789464297,295.718428276301,213.833655453356,253.47242195289,0.857141110313426,0.0385674931129477,0.550964187327823,3019,-2917287726729.42,0.853994490358127,0.455188084694358
1629,363,107195.459436466,295.304295968227,227.354554755565,257.443696246849,0.871791232845962,0.046831955922865,0.559228650137741,3086,-3004806308109.46,0.853994490358127,0.462792602332343
1630,362,107519.167682554,297.014275366172,220.78350760392,274.903046085914,0.925554994779296,0.0359116022099447,0.546961325966851,3018,-3094950453593.87,0.842541436464088,0.479264298869428
1631,364,107076.240247029,294.165495184146,214.881012857029,264.357232839821,0.898668393022556,0.0412087912087912,0.557692307692308,3050,-3187798929243.89,0.857142857142857,0.471138632261705
1632,365,107928.049467679,295.693286212819,229.174215754403,243.411151720848,0.823187955460233,0.0465753424657534,0.589041095890411,3085,-3283432861044.74,0.852054794520548,0.442272492597546
1633,366,107803.219846049,294.544316519259,212.972315638763,255.746122355631,0.868277226931006,0.0382513661202186,0.51639344262295,3139,-3381935815026.37,0.868852459016393,0.45656038179903
1634,365,107334.170004308,294.066219189886,210.4346083057,260.153460326105,0.884676454993006,0.0438356164383562,0.558904109589041,3076,-3483393860534.67,0.852054794520548,0.463356682385959
1635,364,107584.952351001,295.563055909344,230.904770502158,240.566407092644,0.813925835055756,0.0302197802197802,0.557692307692307,3076,-3587895648976.42,0.857142857142857,0.43503532509049
1636,365,106927.422888397,292.951843529855,223.988416321257,242.40641949745,0.827461662560747,0.0301369863013699,0.536986301369863,3120,-3695532494123.3,0.863013698630137,0.44119026092963
1637,367,107479.060189319,292.858474630298,226.046225923296,251.197314775561,0.857743027899982,0.0490463215258856,0.55858310626703,3108,-3806398446993.02,0.847411444141689,0.456779350322348
1638,369,108025.414787293,292.751801591579,219.685990826585,255.809399159912,0.873809820363784,0.046070460704607,0.536585365853659,3109,-3920590380482.77,0.848238482384824,0.457985621077967
1639,370,107122.344718715,289.519850591122,227.546290517837,243.811686771601,0.842124249075851,0.0297297297297297,0.581081081081081,3099,-4038208073138.42,0.827027027027027,0.449119250474074
1640,372,106587.234598233,286.524824188798,224.9965292083,243.04560211257,0.848253210871606,0.0403225806451613,0.537634408602151,3215,-4159354300086.06,0.836021505376344,0.449854916463307
1641,370,107089.562768807,289.431250726505,223.930882847502,247.882590171767,0.856447220365989,0.0297297297297297,0.567567567567567,3206,-4284134903629.97,0.837837837837838,0.454201587769797
1642,372,107291.012765739,288.416700983169,227.317856536534,238.278073205933,0.826159069130458,0.0403225806451613,0.551075268817204,3152,-4412658928205.33,0.844086021505376,0.447345136066228
1643,372,106791.244107783,287.07323684888,226.017718399879,234.544818710355,0.817020845568489,0.0349462365591398,0.583333333333333,3201,-4545038676652.77,0.846774193548387,0.444517670169761
1644,373,105926.263302547,283.984620114066,216.061242718559,254.304944708391,0.895488440910098,0.0482573726541555,0.563002680965147,3235,-4681389819629.18,0.844504021447721,0.472193416909482
1645,372,105673.012431644,284.067237719472,217.327511250358,253.302782479613,0.891700093657968,0.0456989247311828,0.551075268817204,3274,-4821831499676.89,0.844086021505376,0.46440165293496
1646,376,106176.082595324,282.38319839182,220.140614666009,258.683545369631,0.916072722608288,0.0611702127659574,0.566489361702127,3293,-4966486432887.57,0.835106382978723,0.475731891526812
1647,373,105867.896912901,283.828141857644,216.846329194232,258.672559567023,0.911370373191401,0.0563002680965147,0.536193029490617,3316,-5115481014544.85,0.836461126005362,0.474028200154897
1648,372,104674.452224744,281.382936088021,221.640556577099,249.981288890871,0.888402446737823,0.0483870967741935,0.553763440860215,3345,-5268945434883.81,0.836021505376344,0.460923759190624
1649,371,106034.757050525,285.80797048659,219.303855538796,251.855781647257,0.881206291127819,0.0377358490566038,0.582210242587601,3347,-5427013790235.92,0.840970350404313,0.45487246409806
